[lts] 2026-05-14 10:02:49,803 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(44) | using logger: com.github.ltsopensource.core.logger.slf4j.Slf4jLoggerAdapter
[lts] 2026-05-14 10:02:49,883 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(44) | Using JSON lib fastjson, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:02:49,987 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Current Node config :{"available":true,"clusterName":"test_cluster","dataPath":"/Users/owenjia","identity":"JT_192.168.64.1_19709_10-02-49.861_1","invokeTimeoutMillis":60000,"ip":"192.168.64.1","listenPort":3502,"nodeGroup":"lts","nodeType":"JOB_TRACKER","parameters":{"jdbc.password":"root123456","zk.client":"zkclient","jdbc.username":"root","job.queue":"mysql","mail.smtp.port":"25","mail.password":"asdfasdfasdf","jdbc.url":"jdbc:mysql://127.0.0.1:3306/lts","mail.smtp.host":"smtp.163.com","mail.noticeAddress":"xxx@163.com","backup.job.logger.maximum":"300","mongo.addresses":"127.0.0.1:27017","mongo.database":"lts","backup.job.logger.days":"1","jobclient.select.loadbalance":"roundbin","mail.sslEnabled":"true","jobtracker.select.loadbalance":"roundbin","monitor.select.loadbalance":"roundbin","mail.username":"xxxx7@163.com","mail.adminAddress":"xxx@xx.com","job.logger":"mysql"},"registryAddress":"redis://127.0.0.1:6379","workThreads":64}, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:02:50,040 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(44) | HttpCmdAcceptor start succeed , lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:02:50,041 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | 
===========================================================================================
Start succeed at port 8720
===========================================================================================, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:02:50,069 DEBUG [main] io.netty.util.internal.logging.Slf4JLogger.debug(71) | Using SLF4J as the default logging framework
[lts] 2026-05-14 10:02:50,072 DEBUG [main] io.netty.util.internal.logging.Slf4JLogger.debug(76) | -Dio.netty.eventLoopThreads: 16
[lts] 2026-05-14 10:02:50,079 DEBUG [main] io.netty.util.internal.logging.Slf4JLogger.debug(76) | sun.nio.ch.DirectBuffer.cleaner(): available
[lts] 2026-05-14 10:02:50,080 DEBUG [main] io.netty.util.internal.logging.Slf4JLogger.debug(76) | java.nio.Buffer.address: available
[lts] 2026-05-14 10:02:50,080 DEBUG [main] io.netty.util.internal.logging.Slf4JLogger.debug(76) | sun.misc.Unsafe.theUnsafe: available
